transaction_id,client_id,account_id,amount,currency,transaction_ts
3450307,697659,8305492,-2135.63,USD,2026-12-14T00:00:00
9736636,463233,3616226,3799.86,USD,2026-12-14T00:00:00
5915306,492408,4701485,2367.66,USD,2026-12-14T00:00:00
3556600,181022,3797509,1010.98,USD,2026-12-14T00:00:00
2718182,223488,9060590,-4840.19,USD,2026-12-14T00:00:00
1580252,991348,2445849,-4039.78,USD,2026-12-14T00:00:00
3737173,742561,8556499,4066.46,CAD,2026-12-14T00:00:00
9303629,814035,4929692,3606.38,CAD,2026-12-14T00:00:00
6403036,311760,2469158,2172.11,CAD,2026-12-14T00:00:00
3599512,846168,2319850,-3772.88,USD,2026-12-14T00:00:00
5542435,351483,3003301,-3386.51,CAD,2026-12-14T00:00:00
6790332,835781,3762004,-4332.33,CAD,2026-12-14T00:00:00
3293501,957704,3728336,241.15,CAD,2026-12-14T00:00:00
7737617,163848,8377973,1316.09,USD,2026-12-14T00:00:00
6645840,914337,3081789,-4530.71,CAD,2026-12-14T00:00:00
3569649,529458,5672977,-861.55,USD,2026-12-14T00:00:00
9909413,264040,7187460,1200.8,USD,2026-12-14T00:00:00
4655666,598640,2063617,-312.3,USD,2026-12-14T00:00:00
9522866,289641,1049063,-1193.3,USD,2026-12-14T00:00:00
4190384,416517,1396300,-2643.41,USD,2026-12-14T00:00:00
7704583,470161,3384801,3285.29,USD,2026-12-14T00:00:00
8988115,127987,5294357,3562.83,USD,2026-12-14T00:00:00
1169743,822475,8977298,2366.1,USD,2026-12-14T00:00:00
6674880,436817,1706994,-1288.33,USD,2026-12-14T00:00:00
8592499,370023,6311251,1155.46,CAD,2026-12-14T00:00:00
7727042,588513,9410621,148.61,USD,2026-12-14T00:00:00
1350545,861893,4499923,-3088.18,USD,2026-12-14T00:00:00
2381384,712111,4917121,-237.8,CAD,2026-12-14T00:00:00
2963650,183451,3867904,4605.28,USD,2026-12-14T00:00:00
2464779,909150,6012527,1538.35,USD,2026-12-14T00:00:00
2994552,204106,7791363,3162.58,CAD,2026-12-14T00:00:00
6574161,263059,6765470,3674.51,USD,2026-12-14T00:00:00
5640034,254095,8819395,3180.72,USD,2026-12-14T00:00:00
8246152,499814,3442711,-2515.98,USD,2026-12-14T00:00:00
2612415,726432,7750032,4119.87,USD,2026-12-14T00:00:00
9853118,306880,6678968,-291.09,USD,2026-12-14T00:00:00
6916544,955326,5659239,2373.8,CAD,2026-12-14T00:00:00
8539746,481556,2149019,2288.74,USD,2026-12-14T00:00:00
4370032,806396,1154129,3532.24,CAD,2026-12-14T00:00:00
1855795,121232,5641408,4202.48,USD,2026-12-14T00:00:00
8847521,605719,3209206,-766.88,USD,2026-12-14T00:00:00
5330431,579679,6675626,3154.93,USD,2026-12-14T00:00:00
3092937,199518,4237878,-1021.72,CAD,2026-12-14T00:00:00
7191942,188415,3213752,-538.16,USD,2026-12-14T00:00:00
2421103,455380,7251663,470.61,CAD,2026-12-14T00:00:00
2098682,577338,4950815,3691.6,CAD,2026-12-14T00:00:00
7427963,453404,2300425,-4992.63,CAD,2026-12-14T00:00:00
3956822,282104,4065221,1393.24,USD,2026-12-14T00:00:00
9786143,639651,1461346,-1227.79,USD,2026-12-14T00:00:00
9454962,589091,3554086,-1357.14,USD,2026-12-14T00:00:00
9742028,903016,3978731,213.83,CAD,2026-12-14T00:00:00
2767279,673329,4132266,2442.94,USD,2026-12-14T00:00:00
4528451,103926,2577357,-3958.27,CAD,2026-12-14T00:00:00
6862769,395373,5881203,1946.47,USD,2026-12-14T00:00:00
8535154,639276,5414259,3137.65,CAD,2026-12-14T00:00:00
9546808,573741,6520791,-3683.92,USD,2026-12-14T00:00:00
9941597,119516,4983103,-536.04,USD,2026-12-14T00:00:00
9291413,968373,1099001,-4534.77,CAD,2026-12-14T00:00:00
3719612,110018,1719865,3063.14,CAD,2026-12-14T00:00:00
6513836,889152,5496271,3889.33,CAD,2026-12-14T00:00:00
1159341,115130,2418326,1723.06,USD,2026-12-14T00:00:00
1248018,803819,4698454,-840.62,USD,2026-12-14T00:00:00
4444640,389889,5137122,-2718.01,CAD,2026-12-14T00:00:00
5378598,400467,4450739,-80.97,CAD,2026-12-14T00:00:00
7345525,858333,8969444,-32.39,USD,2026-12-14T00:00:00
8950834,945426,5524355,-3464.66,CAD,2026-12-14T00:00:00
