transaction_id,client_id,account_id,amount,currency,transaction_ts
8389095,140584,8150995,-542.21,USD,2026-12-05T00:00:00
1351014,997372,9795366,2392.76,CAD,2026-12-05T00:00:00
7846554,691919,6064042,4235.61,USD,2026-12-05T00:00:00
4723469,721190,6917590,-3738.3,USD,2026-12-05T00:00:00
9221746,478824,5281849,-4027.42,CAD,2026-12-05T00:00:00
4298146,295232,7838810,2926.16,USD,2026-12-05T00:00:00
2708833,132545,2662830,-2604.28,USD,2026-12-05T00:00:00
5797123,840272,9212377,219.37,USD,2026-12-05T00:00:00
2297152,917917,9974241,-3035.92,USD,2026-12-05T00:00:00
5390183,657659,8117021,2977.03,CAD,2026-12-05T00:00:00
3016996,197630,9568054,-474.75,USD,2026-12-05T00:00:00
4382426,689492,6756925,1193.68,CAD,2026-12-05T00:00:00
7276641,211410,8497283,-608.24,USD,2026-12-05T00:00:00
1997241,810654,7061354,4805.47,USD,2026-12-05T00:00:00
8252180,992769,5162297,-2803.1,CAD,2026-12-05T00:00:00
3178770,943114,5266962,-924.86,CAD,2026-12-05T00:00:00
6888592,474959,1537320,-2272.76,USD,2026-12-05T00:00:00
1515094,206156,8038480,-4402.8,CAD,2026-12-05T00:00:00
4123046,456307,8526009,-4657.68,CAD,2026-12-05T00:00:00
4684713,418561,4450055,4785.43,CAD,2026-12-05T00:00:00
9019620,835433,1295561,-504.62,CAD,2026-12-05T00:00:00
3010317,870315,9637842,3455.43,USD,2026-12-05T00:00:00
4472185,203149,6416876,-2561.53,CAD,2026-12-05T00:00:00
1981869,456356,6867862,-434.13,USD,2026-12-05T00:00:00
1484810,110704,2595603,-3158.1,USD,2026-12-05T00:00:00
2868756,869053,4047589,-4577.86,USD,2026-12-05T00:00:00
8980633,220116,2269862,1865.52,CAD,2026-12-05T00:00:00
5159133,790304,9333809,4209.41,CAD,2026-12-05T00:00:00
7943021,848273,5107675,3574.35,USD,2026-12-05T00:00:00
7171019,398840,9167489,-4452.54,CAD,2026-12-05T00:00:00
6729022,259363,1545127,805.14,USD,2026-12-05T00:00:00
4713613,504910,9321045,510.43,CAD,2026-12-05T00:00:00
9652400,302010,7032346,3918.97,USD,2026-12-05T00:00:00
6830779,581515,2099104,3752.74,CAD,2026-12-05T00:00:00
9064451,896372,6018449,-1421.82,USD,2026-12-05T00:00:00
7125965,418045,6206698,-386.14,USD,2026-12-05T00:00:00
3887927,995825,9220971,4395.39,CAD,2026-12-05T00:00:00
9456599,836256,6067561,4946.05,CAD,2026-12-05T00:00:00
8554434,911157,4382668,-2899.03,USD,2026-12-05T00:00:00
3214575,909487,1032362,-2032.83,CAD,2026-12-05T00:00:00
5485792,998181,8206311,-4995.78,USD,2026-12-05T00:00:00
9061862,461823,8663929,621.3,CAD,2026-12-05T00:00:00
6124087,374661,5995827,-4853.12,USD,2026-12-05T00:00:00
2359725,899160,9067374,-2564.89,USD,2026-12-05T00:00:00
5930603,642288,3255121,3301.47,USD,2026-12-05T00:00:00
9498264,326724,8801085,4899.93,CAD,2026-12-05T00:00:00
1464763,633196,3466863,-1192.13,CAD,2026-12-05T00:00:00
5058922,344289,8515140,-4092.87,USD,2026-12-05T00:00:00
4036916,957316,9243981,-2115.72,CAD,2026-12-05T00:00:00
6259726,222386,3060744,4394.39,USD,2026-12-05T00:00:00
5901854,693212,2155289,2167.8,CAD,2026-12-05T00:00:00
4161798,404803,3702638,-4829.0,CAD,2026-12-05T00:00:00
7133939,700861,2640487,97.76,CAD,2026-12-05T00:00:00
9485649,929425,9651200,859.51,CAD,2026-12-05T00:00:00
7379589,852993,1346639,-1623.29,CAD,2026-12-05T00:00:00
9532683,748089,6092062,-447.01,USD,2026-12-05T00:00:00
9216742,316689,4055978,-1533.08,USD,2026-12-05T00:00:00
9626867,350831,8313518,4990.65,CAD,2026-12-05T00:00:00
4188771,901757,7257318,254.87,USD,2026-12-05T00:00:00
4697862,332556,4876789,1898.53,CAD,2026-12-05T00:00:00
4991701,691572,5898942,1643.03,USD,2026-12-05T00:00:00
6982178,815905,6037363,-1976.7,USD,2026-12-05T00:00:00
6630901,786629,8104088,-3131.53,USD,2026-12-05T00:00:00
5783003,914259,6553819,549.06,USD,2026-12-05T00:00:00
2250971,921653,4619331,-1201.53,USD,2026-12-05T00:00:00
5410021,268335,3672416,-1356.49,USD,2026-12-05T00:00:00
3806213,562936,8127126,-686.23,CAD,2026-12-05T00:00:00
8556748,445574,6942821,-2544.14,CAD,2026-12-05T00:00:00
9546112,764693,3435027,-4102.91,USD,2026-12-05T00:00:00
1894290,617700,9866682,1252.25,CAD,2026-12-05T00:00:00
2951361,166151,1348189,1249.82,USD,2026-12-05T00:00:00
1882701,473002,2723049,-3152.95,CAD,2026-12-05T00:00:00
7653914,754607,6881948,-258.82,CAD,2026-12-05T00:00:00
6679759,712951,6963635,1601.02,CAD,2026-12-05T00:00:00
4775618,813904,6771839,-3212.99,CAD,2026-12-05T00:00:00
2051112,973291,7517150,-1976.86,USD,2026-12-05T00:00:00
8372132,338006,7252897,-4663.06,USD,2026-12-05T00:00:00
5294528,204442,9145768,282.15,CAD,2026-12-05T00:00:00
5950594,929882,2669030,-3047.95,CAD,2026-12-05T00:00:00
1939684,481785,9253260,3241.99,CAD,2026-12-05T00:00:00
7776886,100784,9796265,-2746.11,CAD,2026-12-05T00:00:00
2501308,635998,3756296,2795.07,CAD,2026-12-05T00:00:00
4755487,263930,9846905,-3832.67,CAD,2026-12-05T00:00:00
3768140,855814,3656156,-516.16,CAD,2026-12-05T00:00:00
8038740,493259,8876189,3526.87,CAD,2026-12-05T00:00:00
8539284,211226,9073029,4855.93,USD,2026-12-05T00:00:00
9634387,985085,7935544,-905.46,CAD,2026-12-05T00:00:00
5588963,941939,4797990,2096.5,CAD,2026-12-05T00:00:00
3248082,604961,6070046,-1814.58,USD,2026-12-05T00:00:00
2883111,377429,1942257,-2427.13,CAD,2026-12-05T00:00:00
8121045,851843,9188688,1482.26,USD,2026-12-05T00:00:00
6673417,928343,7014649,3113.24,USD,2026-12-05T00:00:00
5682452,677955,6627227,1618.15,CAD,2026-12-05T00:00:00
5845552,138876,9249696,-3386.48,USD,2026-12-05T00:00:00
8995801,102988,6410346,1317.25,CAD,2026-12-05T00:00:00
5478989,974886,9544548,3760.62,CAD,2026-12-05T00:00:00
4866763,413765,1252205,-337.98,USD,2026-12-05T00:00:00
3055311,108757,4226039,3288.77,USD,2026-12-05T00:00:00
2782265,774612,1292803,1051.44,USD,2026-12-05T00:00:00
3256021,820090,6328655,-4174.11,CAD,2026-12-05T00:00:00
4476572,771982,9001887,-4627.58,USD,2026-12-05T00:00:00
6848586,142601,7550126,-1182.17,USD,2026-12-05T00:00:00
6234451,989622,2424760,-399.04,USD,2026-12-05T00:00:00
7745060,446592,5035454,-866.37,USD,2026-12-05T00:00:00
9265347,600096,1621553,-238.27,CAD,2026-12-05T00:00:00
5649488,550818,7838666,2978.26,CAD,2026-12-05T00:00:00
9320443,307787,7864582,-2039.75,USD,2026-12-05T00:00:00
1264388,843599,2583004,-3858.46,USD,2026-12-05T00:00:00
8440320,977446,4949043,-1963.6,USD,2026-12-05T00:00:00
9234434,571434,9168430,4300.77,USD,2026-12-05T00:00:00
7873713,670989,2298007,2165.64,CAD,2026-12-05T00:00:00
2266577,561437,1161831,-3470.62,CAD,2026-12-05T00:00:00
4502547,611947,1427196,532.38,USD,2026-12-05T00:00:00
7938066,992967,1767817,-400.27,USD,2026-12-05T00:00:00
5008905,181321,7562642,1057.68,USD,2026-12-05T00:00:00
9506908,544012,1546738,-2074.43,USD,2026-12-05T00:00:00
