transaction_id,client_id,account_id,amount,currency,transaction_ts
6973129,791855,3666840,430.14,USD,2026-12-12T00:00:00
8747763,887999,4218674,-4961.25,CAD,2026-12-12T00:00:00
5814337,335531,5043866,-1219.7,CAD,2026-12-12T00:00:00
4573687,123345,2395813,-2814.63,USD,2026-12-12T00:00:00
7275507,612467,3706531,-37.25,CAD,2026-12-12T00:00:00
2388859,245035,3898749,-2072.02,CAD,2026-12-12T00:00:00
1361243,360109,5957871,4929.12,USD,2026-12-12T00:00:00
6118803,435537,3556129,4391.58,CAD,2026-12-12T00:00:00
7233495,628589,4698917,-3388.53,USD,2026-12-12T00:00:00
4908717,109947,8523115,2811.49,CAD,2026-12-12T00:00:00
3063794,855634,2228844,-2828.29,CAD,2026-12-12T00:00:00
1131670,234240,8952458,4766.99,USD,2026-12-12T00:00:00
5559078,557128,4398285,-2818.18,CAD,2026-12-12T00:00:00
6197592,460950,9556201,412.8,CAD,2026-12-12T00:00:00
1383441,317016,4313001,3458.11,USD,2026-12-12T00:00:00
3287891,146391,4235572,1728.1,USD,2026-12-12T00:00:00
2158333,500476,1931491,4182.1,CAD,2026-12-12T00:00:00
2220744,130818,6791103,-1435.79,USD,2026-12-12T00:00:00
9553219,902682,7371357,-1134.86,CAD,2026-12-12T00:00:00
3786468,643196,8892815,-3698.0,USD,2026-12-12T00:00:00
7895147,447692,1313149,-4983.58,CAD,2026-12-12T00:00:00
7207430,609825,4136630,1164.33,CAD,2026-12-12T00:00:00
9464656,378746,4802257,-3645.71,USD,2026-12-12T00:00:00
9845209,790416,5561249,-291.47,USD,2026-12-12T00:00:00
4882152,414290,1081942,-2642.14,CAD,2026-12-12T00:00:00
5682435,837140,6099513,2326.18,USD,2026-12-12T00:00:00
2303374,485091,7900719,4303.73,USD,2026-12-12T00:00:00
9588526,495817,7768233,-2556.51,CAD,2026-12-12T00:00:00
4566856,407151,1948087,3567.6,USD,2026-12-12T00:00:00
7815686,942678,8915221,3874.77,USD,2026-12-12T00:00:00
9155373,585418,9730962,1650.89,CAD,2026-12-12T00:00:00
3731996,954848,2385931,674.61,USD,2026-12-12T00:00:00
7478009,335796,4363830,3529.85,USD,2026-12-12T00:00:00
3610092,850888,1206510,-1535.82,CAD,2026-12-12T00:00:00
2938485,343292,3623456,-243.91,CAD,2026-12-12T00:00:00
7493909,652653,5875819,-578.7,CAD,2026-12-12T00:00:00
2333547,221906,9758321,-863.3,USD,2026-12-12T00:00:00
5869119,866134,3028498,4603.42,USD,2026-12-12T00:00:00
3400732,448298,1388694,1714.89,CAD,2026-12-12T00:00:00
1158468,945527,9251455,-4120.99,CAD,2026-12-12T00:00:00
2531897,611742,9494722,-3632.72,CAD,2026-12-12T00:00:00
2500390,513547,7857302,-1759.5,USD,2026-12-12T00:00:00
9827849,466688,5953409,-3312.12,USD,2026-12-12T00:00:00
8813731,854199,4145903,3168.23,CAD,2026-12-12T00:00:00
1789083,403400,5742529,4699.59,CAD,2026-12-12T00:00:00
8305627,765656,5617537,-3534.37,CAD,2026-12-12T00:00:00
6718861,599792,5254717,3700.87,USD,2026-12-12T00:00:00
9304187,900664,4107458,4152.02,CAD,2026-12-12T00:00:00
8693063,435468,3698803,71.23,USD,2026-12-12T00:00:00
8207673,736036,4419727,1.82,CAD,2026-12-12T00:00:00
8945811,829106,5670166,2260.8,USD,2026-12-12T00:00:00
4292337,195727,1077064,3890.82,CAD,2026-12-12T00:00:00
6616819,696827,8243177,173.53,CAD,2026-12-12T00:00:00
5772663,730728,5481576,-3681.03,USD,2026-12-12T00:00:00
8203021,987961,3069180,4113.44,CAD,2026-12-12T00:00:00
2211328,376363,4865715,-4094.47,CAD,2026-12-12T00:00:00
5629627,192716,8412022,207.22,CAD,2026-12-12T00:00:00
5326389,685842,8199107,148.86,USD,2026-12-12T00:00:00
