transaction_id,client_id,account_id,amount,currency,transaction_ts
9343427,434714,3421734,-1727.24,USD,2026-12-04T00:00:00
1775194,430415,1057192,-2178.99,CAD,2026-12-04T00:00:00
3145292,826552,1403006,4178.23,USD,2026-12-04T00:00:00
7946228,776183,5621054,1014.86,USD,2026-12-04T00:00:00
3659559,675659,6511698,20.17,CAD,2026-12-04T00:00:00
2702383,681250,2152180,3878.28,CAD,2026-12-04T00:00:00
7492502,108774,5987694,623.63,USD,2026-12-04T00:00:00
8037879,125184,6350765,-1918.89,USD,2026-12-04T00:00:00
8478274,653055,5612453,2090.61,USD,2026-12-04T00:00:00
2704941,402460,2714306,3331.91,USD,2026-12-04T00:00:00
4961193,467313,6773156,1894.15,CAD,2026-12-04T00:00:00
2084595,202104,6421685,-758.1,CAD,2026-12-04T00:00:00
8307191,124654,4895077,-4859.49,USD,2026-12-04T00:00:00
1861047,861085,4241671,4791.57,CAD,2026-12-04T00:00:00
7912647,571533,4540067,-772.69,USD,2026-12-04T00:00:00
9643450,387368,7142853,4791.39,USD,2026-12-04T00:00:00
8352209,245083,7515551,4858.29,CAD,2026-12-04T00:00:00
1947789,294200,8835299,-241.41,USD,2026-12-04T00:00:00
8789447,283400,9794763,4312.98,USD,2026-12-04T00:00:00
7597188,431565,1686638,-3573.13,USD,2026-12-04T00:00:00
3946442,795950,9804096,-1361.91,USD,2026-12-04T00:00:00
7265250,716043,8622342,738.75,CAD,2026-12-04T00:00:00
4452738,917364,9650972,2835.22,USD,2026-12-04T00:00:00
5843578,261161,7066940,-2633.0,USD,2026-12-04T00:00:00
8905948,559226,7901778,-3814.1,USD,2026-12-04T00:00:00
6781582,831066,2532197,-280.49,USD,2026-12-04T00:00:00
5589250,666788,7948245,-1278.42,CAD,2026-12-04T00:00:00
2764409,787588,7073446,3807.33,USD,2026-12-04T00:00:00
6133485,873349,7293098,-4547.83,CAD,2026-12-04T00:00:00
7427405,648820,9433240,2425.18,CAD,2026-12-04T00:00:00
2123666,211095,1185184,-398.65,CAD,2026-12-04T00:00:00
2251263,908484,1396838,-1204.5,USD,2026-12-04T00:00:00
3189418,885030,7655524,-1631.64,CAD,2026-12-04T00:00:00
2048071,866393,9464133,-3676.21,CAD,2026-12-04T00:00:00
3924939,254427,6920439,887.11,USD,2026-12-04T00:00:00
9918883,733049,8537899,4108.63,CAD,2026-12-04T00:00:00
2000236,914161,1076640,-126.96,CAD,2026-12-04T00:00:00
6322410,737117,5206976,-4440.43,CAD,2026-12-04T00:00:00
4228837,227679,3027853,1589.23,USD,2026-12-04T00:00:00
6695190,881247,8578048,1311.21,CAD,2026-12-04T00:00:00
7504713,783858,8314268,3713.78,CAD,2026-12-04T00:00:00
8473146,595581,3652160,2829.52,CAD,2026-12-04T00:00:00
3270930,431764,3433733,1981.34,CAD,2026-12-04T00:00:00
2327381,302013,2024474,200.11,USD,2026-12-04T00:00:00
5845560,550242,1982673,-255.71,USD,2026-12-04T00:00:00
7979546,719845,1268351,2157.76,USD,2026-12-04T00:00:00
3073061,440292,2729453,2150.08,CAD,2026-12-04T00:00:00
9697106,217025,7374442,545.88,CAD,2026-12-04T00:00:00
2506052,679026,9829880,-4075.18,USD,2026-12-04T00:00:00
1963076,382387,9835106,-4027.89,CAD,2026-12-04T00:00:00
5974418,884661,4849657,4820.88,USD,2026-12-04T00:00:00
3687772,471038,1413661,-1937.21,CAD,2026-12-04T00:00:00
9169279,711146,3248962,-1865.41,USD,2026-12-04T00:00:00
8775962,746403,4653726,-2248.95,CAD,2026-12-04T00:00:00
7518739,154629,2099413,1147.13,USD,2026-12-04T00:00:00
4864350,703034,9438771,-741.83,CAD,2026-12-04T00:00:00
6772358,822037,7450192,2094.13,CAD,2026-12-04T00:00:00
8747674,281326,5984626,1051.57,USD,2026-12-04T00:00:00
5117416,329833,8778905,-4597.91,USD,2026-12-04T00:00:00
4593816,260338,8170408,2600.97,USD,2026-12-04T00:00:00
1387374,734392,2777463,-2997.88,CAD,2026-12-04T00:00:00
9916214,545012,7796409,233.66,CAD,2026-12-04T00:00:00
7408442,531792,9066090,-2561.19,USD,2026-12-04T00:00:00
3558330,584073,7852920,-4224.26,CAD,2026-12-04T00:00:00
8018207,867440,9759088,3331.83,CAD,2026-12-04T00:00:00
6639814,346977,6621414,-923.55,USD,2026-12-04T00:00:00
3073367,227627,6696274,1884.06,CAD,2026-12-04T00:00:00
4514857,283759,2082731,-2908.15,CAD,2026-12-04T00:00:00
6478363,754198,9833448,-4095.87,USD,2026-12-04T00:00:00
6236773,369179,5134674,-2544.44,CAD,2026-12-04T00:00:00
5339256,175129,4617445,2832.68,CAD,2026-12-04T00:00:00
3622992,518901,3490231,1016.96,CAD,2026-12-04T00:00:00
8153022,360334,8782955,4489.44,CAD,2026-12-04T00:00:00
8758165,730270,4417298,-175.87,CAD,2026-12-04T00:00:00
9254034,966640,9929937,2596.09,CAD,2026-12-04T00:00:00
3921025,651656,7848247,1748.18,USD,2026-12-04T00:00:00
1161841,526680,2513590,-4901.51,CAD,2026-12-04T00:00:00
6459836,889349,9974911,3786.31,CAD,2026-12-04T00:00:00
5127115,287300,7237790,-1780.78,CAD,2026-12-04T00:00:00
8367205,547621,5393980,-2168.14,CAD,2026-12-04T00:00:00
2613527,586124,5316369,767.93,USD,2026-12-04T00:00:00
7540634,227010,9200451,-139.53,CAD,2026-12-04T00:00:00
3415505,745853,8884492,-1918.01,USD,2026-12-04T00:00:00
6089690,904073,7704630,1103.61,CAD,2026-12-04T00:00:00
7833319,393040,3176746,3606.13,CAD,2026-12-04T00:00:00
5722764,429136,2705430,29.79,USD,2026-12-04T00:00:00
2959885,107928,8417996,4102.17,CAD,2026-12-04T00:00:00
2311190,723543,7181752,3593.8,USD,2026-12-04T00:00:00
8763321,757046,2659183,2378.55,CAD,2026-12-04T00:00:00
2957036,176334,9986500,4367.37,CAD,2026-12-04T00:00:00
8647654,375993,7108573,4816.8,CAD,2026-12-04T00:00:00
4172055,210350,2918265,1511.68,CAD,2026-12-04T00:00:00
4078072,651145,9556266,1712.15,CAD,2026-12-04T00:00:00
8578347,617146,1197490,2145.73,USD,2026-12-04T00:00:00
7763151,947593,2319097,319.05,CAD,2026-12-04T00:00:00
2089516,271494,4467253,2990.57,USD,2026-12-04T00:00:00
2849390,662420,7954943,-4251.45,USD,2026-12-04T00:00:00
7998115,266957,7232802,-4787.36,CAD,2026-12-04T00:00:00
2456990,407130,3400216,-3567.69,CAD,2026-12-04T00:00:00
4784430,315960,6074767,4332.07,CAD,2026-12-04T00:00:00
2234941,391928,7955416,3471.19,CAD,2026-12-04T00:00:00
