transaction_id,client_id,account_id,amount,currency,transaction_ts
2243336,605721,6076623,3920.41,CAD,2026-12-03T00:00:00
8989003,849607,9955012,3435.79,CAD,2026-12-03T00:00:00
4855587,382073,1112735,2278.63,CAD,2026-12-03T00:00:00
7953628,801295,9534300,-4807.87,USD,2026-12-03T00:00:00
1594276,859689,5821742,4467.32,CAD,2026-12-03T00:00:00
7342121,368143,4856541,1468.86,CAD,2026-12-03T00:00:00
5020857,572462,1690693,-4802.59,USD,2026-12-03T00:00:00
8721619,165019,7771344,2719.33,USD,2026-12-03T00:00:00
7286646,290176,2905494,183.89,USD,2026-12-03T00:00:00
4280178,125243,7284503,-4637.04,USD,2026-12-03T00:00:00
2991558,806260,1649495,-309.5,CAD,2026-12-03T00:00:00
7280045,710488,8517648,4184.44,USD,2026-12-03T00:00:00
5467455,932541,3676549,-4880.99,CAD,2026-12-03T00:00:00
7196423,271208,7635080,-3425.95,CAD,2026-12-03T00:00:00
5046027,482098,8254132,-1380.26,USD,2026-12-03T00:00:00
9791677,211553,8148822,-3926.44,CAD,2026-12-03T00:00:00
9135516,970885,8764827,-3967.97,CAD,2026-12-03T00:00:00
9402972,176369,7277330,3216.47,USD,2026-12-03T00:00:00
5665168,548320,6937098,1920.73,USD,2026-12-03T00:00:00
3374619,367255,5340984,571.27,CAD,2026-12-03T00:00:00
8209286,268760,6918671,892.04,CAD,2026-12-03T00:00:00
8533679,263237,7655281,2926.98,USD,2026-12-03T00:00:00
6565416,385093,3315580,-4580.35,CAD,2026-12-03T00:00:00
3393129,245689,8671125,-3752.6,CAD,2026-12-03T00:00:00
1000831,403036,7544207,2579.63,USD,2026-12-03T00:00:00
6263894,301575,7395751,-2830.76,CAD,2026-12-03T00:00:00
9167299,848219,1112998,-2094.53,USD,2026-12-03T00:00:00
4181820,110037,4934464,-1442.4,CAD,2026-12-03T00:00:00
4066178,665287,2976695,-3685.03,CAD,2026-12-03T00:00:00
7838954,400683,6929471,3824.37,USD,2026-12-03T00:00:00
4661314,570702,5331931,1240.92,CAD,2026-12-03T00:00:00
8533983,574135,6857562,-921.99,USD,2026-12-03T00:00:00
7847187,671037,3250362,-2798.98,USD,2026-12-03T00:00:00
7852958,873600,8290590,3067.19,CAD,2026-12-03T00:00:00
5516085,482192,3655041,2070.59,USD,2026-12-03T00:00:00
3031600,106222,8038647,3112.89,USD,2026-12-03T00:00:00
3738761,984379,1732283,-1154.19,USD,2026-12-03T00:00:00
7614541,339491,3587473,3750.71,CAD,2026-12-03T00:00:00
6259635,717762,6848941,-3560.62,USD,2026-12-03T00:00:00
8474308,644155,1787319,-4076.72,CAD,2026-12-03T00:00:00
1385800,284701,7700306,4659.3,CAD,2026-12-03T00:00:00
6518112,281917,9226363,4617.36,CAD,2026-12-03T00:00:00
6294154,952136,8630038,-940.91,USD,2026-12-03T00:00:00
5242105,631203,1359432,2464.95,USD,2026-12-03T00:00:00
4469759,136227,9444082,-3382.83,USD,2026-12-03T00:00:00
1876971,126739,9389731,-3222.16,USD,2026-12-03T00:00:00
8319481,682834,2368472,1348.41,USD,2026-12-03T00:00:00
