transaction_id,client_id,account_id,amount,currency,transaction_ts
1702443,789197,6073299,2871.81,USD,2026-12-07T00:00:00
7621387,908368,5602728,2978.71,USD,2026-12-07T00:00:00
3516114,561688,5009560,3035.66,USD,2026-12-07T00:00:00
4808108,471768,7035483,-1948.18,USD,2026-12-07T00:00:00
3196011,691255,6947240,-1031.1,CAD,2026-12-07T00:00:00
6634250,553316,2282832,4835.93,CAD,2026-12-07T00:00:00
3636560,593605,5627193,-3618.99,CAD,2026-12-07T00:00:00
7522994,270052,4560737,3015.23,CAD,2026-12-07T00:00:00
4382068,258947,6808679,1582.91,USD,2026-12-07T00:00:00
7827060,933914,1750683,4101.25,USD,2026-12-07T00:00:00
3309689,834599,6795429,4230.71,CAD,2026-12-07T00:00:00
7104966,635979,6201509,-4612.82,CAD,2026-12-07T00:00:00
6547552,317561,3281349,4200.33,CAD,2026-12-07T00:00:00
6262792,977555,9249653,-1878.9,CAD,2026-12-07T00:00:00
2153869,829357,8510901,-563.07,CAD,2026-12-07T00:00:00
5286245,282545,3832567,2713.08,CAD,2026-12-07T00:00:00
1868691,102847,8554304,-245.18,USD,2026-12-07T00:00:00
8375773,160347,1909471,-1116.37,CAD,2026-12-07T00:00:00
6626006,287232,9787201,-1420.5,CAD,2026-12-07T00:00:00
5658759,322941,4931531,-2604.99,USD,2026-12-07T00:00:00
7713278,403663,1178060,4396.9,USD,2026-12-07T00:00:00
4375945,391377,5146445,1143.78,CAD,2026-12-07T00:00:00
2668814,304705,3930627,-2102.45,USD,2026-12-07T00:00:00
2539828,513785,2711008,1546.77,USD,2026-12-07T00:00:00
4811741,273583,3682872,-3433.14,USD,2026-12-07T00:00:00
1598970,403946,8715730,-2347.34,CAD,2026-12-07T00:00:00
8532092,852571,7612687,-247.43,USD,2026-12-07T00:00:00
9869076,836871,5182893,4019.16,USD,2026-12-07T00:00:00
3408913,141196,4259932,-800.53,USD,2026-12-07T00:00:00
5907201,909579,7832552,-1632.34,USD,2026-12-07T00:00:00
4138403,665147,2068633,1514.22,CAD,2026-12-07T00:00:00
2697928,177922,6446957,-1339.58,USD,2026-12-07T00:00:00
6385505,970469,8444251,3076.99,CAD,2026-12-07T00:00:00
1112821,719353,8488513,2645.71,CAD,2026-12-07T00:00:00
5492011,363217,3860301,-1887.46,CAD,2026-12-07T00:00:00
9050294,652450,2221281,-3160.0,CAD,2026-12-07T00:00:00
5859559,700596,1615427,-1491.29,USD,2026-12-07T00:00:00
6130951,311733,5262883,3691.04,USD,2026-12-07T00:00:00
1991416,670954,6670832,-3549.23,USD,2026-12-07T00:00:00
2665060,872078,8582974,2781.73,CAD,2026-12-07T00:00:00
7664281,908880,9819924,3921.74,USD,2026-12-07T00:00:00
5752953,284137,8278500,1947.74,CAD,2026-12-07T00:00:00
3120879,305690,7336957,-2705.73,USD,2026-12-07T00:00:00
8109122,297189,4892411,-2217.83,USD,2026-12-07T00:00:00
9751727,594501,1862287,-3679.51,USD,2026-12-07T00:00:00
7787871,191073,3685374,-4847.58,CAD,2026-12-07T00:00:00
3991179,444266,7896829,3084.39,CAD,2026-12-07T00:00:00
2677240,170774,7280271,2703.58,CAD,2026-12-07T00:00:00
9418352,431405,2684684,-928.04,CAD,2026-12-07T00:00:00
5928936,781903,3956316,-3664.59,USD,2026-12-07T00:00:00
4410507,177668,2596509,4061.49,USD,2026-12-07T00:00:00
4334196,354693,3398894,522.8,CAD,2026-12-07T00:00:00
9125213,928868,2762725,3762.88,USD,2026-12-07T00:00:00
9672341,598847,3441177,2055.88,CAD,2026-12-07T00:00:00
9924630,587525,6082802,-537.08,USD,2026-12-07T00:00:00
4097598,627950,3837825,-4381.34,USD,2026-12-07T00:00:00
9732419,208360,9660295,-3953.53,USD,2026-12-07T00:00:00
6034024,340616,1421969,125.88,USD,2026-12-07T00:00:00
7819190,957248,5000400,-2991.19,CAD,2026-12-07T00:00:00
3419942,480954,8853193,-380.72,CAD,2026-12-07T00:00:00
5277606,868244,2634781,733.99,USD,2026-12-07T00:00:00
3315353,994903,1467022,-1115.77,USD,2026-12-07T00:00:00
9063510,834049,4106678,2670.69,USD,2026-12-07T00:00:00
5590261,356107,1429542,2277.65,USD,2026-12-07T00:00:00
4843271,264644,1170702,-3842.99,CAD,2026-12-07T00:00:00
7274855,492399,2857670,94.79,USD,2026-12-07T00:00:00
5544895,716172,3108486,2877.91,USD,2026-12-07T00:00:00
6341933,793661,7385901,1671.72,USD,2026-12-07T00:00:00
6670597,615195,5708364,-2259.64,USD,2026-12-07T00:00:00
5899804,361580,8539378,2157.18,USD,2026-12-07T00:00:00
